id,first_name,last_name,email,phone,date_of_birth,gender,loyalty_tier,is_active,created_at
655,Ashley,Hunt,ashley.hunt3956@gmail.com,(856) 925-1989,2001-03-23,F,silver,0,2022-05-22T22:03:42Z
656,Emmett,Pena,emmett.pena6719@gmail.com,(202) 471-1724,1980-12-10,M,bronze,1,2022-05-23T07:14:05Z
657,Elena,Parker,elena.parker8643@icloud.com,(202) 669-0008,2004-05-18,F,bronze,1,2022-05-23T15:41:38Z
658,Edward,Coleman,edward.coleman8804@microsoft.com,(314) 754-5454,1970-06-14,M,bronze,1,2022-05-24T22:35:47Z
659,Cassie,Berry,cassie.berry726@yahoo.com,(201) 555-8003,1975-10-11,F,gold,1,2022-05-26T02:50:13Z
660,Madison,Hughes,madison.hughes5971@gmail.com,(508) 852-2826,1960-02-24,F,silver,1,2022-05-26T04:45:59Z
661,Harold,Barnes,harold.barnes7762@microsoft.com,(913) 484-0840,1957-05-09,M,bronze,1,2022-05-26T12:44:39Z
662,Harrison,Cooper,harrison.cooper590@gmail.com,(949) 397-8707,1975-11-01,M,bronze,1,2022-05-27T04:18:38Z
663,Karen,Hoffman,karen.hoffman8361@gmail.com,(937) 930-9416,1999-05-11,F,gold,1,2022-05-27T09:13:31Z
664,Valentina,Chapman,valentina.chapman5525@icloud.com,(573) 558-3350,1959-12-15,F,silver,1,2022-05-27T12:44:12Z
665,Pamela,Powell,pamela.powell531@icloud.com,(520) 523-3055,1961-12-08,F,bronze,1,2022-05-28T03:57:27Z
666,Brian,Shaw,brian.shaw6603@outlook.com,(713) 939-8137,1994-04-13,M,silver,1,2022-05-28T08:39:28Z
667,Debra,Peters,debra.peters3271@gmail.com,(608) 764-6640,1973-03-10,F,bronze,1,2022-05-28T09:52:59Z
668,Joe,Oliver,joe.oliver5411@microsoft.com,(281) 682-2695,1974-02-03,M,bronze,1,2022-05-29T09:21:45Z
669,Beckett,Morrison,beckett.morrison2417@gmail.com,(414) 738-6933,1967-05-09,M,platinum,1,2022-05-29T17:16:14Z
670,Kimberly,Mitchell,kimberly.mitchell689@gmail.com,(702) 655-6163,1964-01-03,F,bronze,1,2022-05-29T23:03:05Z
671,Chase,Medina,chase.medina8751@gmail.com,(619) 928-1542,1979-11-06,M,bronze,1,2022-05-30T06:15:15Z
672,Victoria,Wright,victoria.wright716@me.com,(602) 321-9039,1968-01-24,F,bronze,1,2022-05-30T14:14:40Z
673,George,Warren,george.warren7457@gmail.com,(559) 915-1936,1997-05-07,M,silver,1,2022-05-30T22:35:14Z
674,Regina,Evans,regina.evans7290@gmail.com,(646) 795-7466,1963-01-09,F,bronze,1,2022-05-30T23:33:42Z
675,Carol,Robinson,carol.robinson6523@outlook.com,(323) 673-4006,1971-11-13,F,bronze,1,2022-05-31T01:09:22Z
676,Mia,Hunter,mia.hunter5371@amazon.com,(434) 353-9660,1959-04-01,F,silver,1,2022-05-31T11:53:22Z
677,Nicole,Green,nicole.green4118@gmail.com,(734) 402-3672,1977-03-04,F,bronze,1,2022-05-31T22:05:32Z
678,Lincoln,Richards,lincoln.richards2320@hotmail.com,(727) 610-2748,1997-10-27,M,silver,1,2022-06-01T06:20:57Z
679,Joshua,Lopez,joshua.lopez8306@gmail.com,(803) 905-5314,1985-07-01,M,silver,1,2022-06-01T08:01:32Z
680,Jack,Diaz,jack.diaz2839@gmail.com,(773) 917-5867,1975-12-19,M,bronze,0,2022-06-01T11:12:48Z
681,Katie,Griffin,katie.griffin2241@hotmail.com,(702) 835-5822,1963-09-14,F,bronze,1,2022-06-02T07:36:15Z
682,Luna,Johnson,luna.johnson5029@hotmail.com,(831) 736-8292,1982-04-15,F,silver,1,2022-06-02T12:10:34Z
683,Miles,Daniels,miles.daniels2651@gmail.com,(408) 604-1246,1974-09-10,M,gold,1,2022-06-02T19:34:00Z
684,Jayden,Mendez,jayden.mendez3672@icloud.com,(331) 349-2854,1998-01-02,M,bronze,1,2022-06-03T20:53:40Z
685,Marie,Hansen,marie.hansen7617@gmail.com,(413) 603-8067,1997-08-08,F,bronze,1,2022-06-05T12:47:49Z
686,Caleb,Hart,caleb.hart5053@icloud.com,(516) 330-1062,1990-01-08,M,bronze,1,2022-06-05T14:48:59Z
687,Levi,Estrada,levi.estrada8633@icloud.com,(614) 943-5081,1991-08-25,M,bronze,1,2022-06-06T08:53:43Z
688,Annie,Allen,annie.allen5113@icloud.com,(305) 346-6311,1959-11-19,F,silver,1,2022-06-06T20:06:56Z
689,Naomi,Johnston,naomi.johnston5044@gmail.com,(412) 393-4711,1968-03-10,F,bronze,1,2022-06-07T02:00:54Z
690,Ryder,Simmons,ryder.simmons5708@icloud.com,(915) 314-5830,1963-12-02,M,bronze,1,2022-06-07T02:15:30Z
691,Emery,Mendoza,emery.mendoza6426@gmail.com,(253) 726-4885,1960-12-26,F,bronze,1,2022-06-08T03:26:05Z
692,Rosa,Collins,rosa.collins6243@icloud.com,(913) 587-2729,1987-07-24,F,silver,1,2022-06-08T14:25:31Z
693,Mildred,Russell,mildred.russell8828@gmail.com,(510) 285-6118,1982-04-27,F,bronze,1,2022-06-09T14:47:12Z
694,Judy,Chambers,judy.chambers6604@gmail.com,(757) 786-3604,1988-03-05,F,silver,1,2022-06-09T16:29:40Z
695,Catherine,Ward,catherine.ward2479@gmail.com,(704) 934-9623,1966-10-04,F,silver,1,2022-06-10T09:24:45Z
696,Preston,Walker,preston.walker8200@gmail.com,(917) 751-6262,1979-08-28,M,bronze,1,2022-06-10T13:32:34Z
697,Jasmine,Hernandes,jasmine.hernandes8086@gmail.com,(816) 922-7335,1992-02-23,F,gold,1,2022-06-10T15:57:17Z
698,Johnny,Newman,johnny.newman6529@gmail.com,(970) 828-4512,2003-03-09,M,platinum,1,2022-06-10T19:26:53Z
699,Erin,Turner,erin.turner1220@gmail.com,(757) 212-6665,1980-12-08,F,bronze,1,2022-06-12T12:22:26Z
700,Landon,Rice,landon.rice5077@gmail.com,(213) 372-8858,1966-07-10,M,bronze,1,2022-06-12T18:13:31Z
701,Gary,Sutton,gary.sutton7315@aol.com,(216) 627-7146,1997-07-22,M,silver,1,2022-06-12T21:00:43Z
702,Hazel,Herrera,hazel.herrera972@gmail.com,(813) 378-9696,1985-06-04,F,silver,1,2022-06-13T00:17:10Z
703,Sydney,Williamson,sydney.williamson1527@icloud.com,(281) 201-1556,1986-11-15,F,bronze,1,2022-06-14T12:01:49Z
704,Brooke,Singh,brooke.singh4429@gmail.com,(205) 495-3176,1956-10-13,F,silver,1,2022-06-15T00:37:54Z
705,Gladys,McCoy,gladys.mccoy9082@hotmail.com,(805) 521-1520,1993-12-08,F,bronze,1,2022-06-15T11:51:56Z
706,Oliver,Stone,oliver.stone1068@gmail.com,(213) 643-7803,1991-07-21,M,bronze,1,2022-06-16T05:15:51Z
707,Greyson,Wheeler,greyson.wheeler1449@icloud.com,(516) 629-1405,1989-11-26,M,gold,1,2022-06-16T13:13:05Z
708,Louise,Rios,louise.rios3654@gmail.com,(903) 756-6357,1994-06-21,F,bronze,1,2022-06-16T17:14:25Z
709,Chelsea,Nelson,chelsea.nelson8829@gmail.com,(915) 928-9928,1958-11-06,F,gold,1,2022-06-17T00:08:51Z
710,Theo,Olson,theo.olson2265@icloud.com,(314) 472-8719,1973-11-16,M,bronze,1,2022-06-17T04:23:59Z
711,Quinn,Kelley,quinn.kelley326@gmail.com,(310) 621-0035,1956-05-17,F,gold,1,2022-06-17T17:10:52Z
712,Adrian,Nichols,adrian.nichols2167@gmail.com,(253) 432-3155,1955-07-09,M,silver,1,2022-06-17T18:33:41Z
713,Bobby,Torres,bobby.torres590@gmail.com,(301) 796-8716,1984-09-04,M,bronze,1,2022-06-17T21:04:31Z
714,Isaac,Gomez,isaac.gomez1324@hotmail.com,(213) 589-9322,2001-08-15,M,bronze,1,2022-06-19T07:01:35Z
715,Xavier,Wood,xavier.wood6310@outlook.com,(480) 859-5699,1961-02-23,M,bronze,1,2022-06-20T11:11:37Z
716,Evan,Weaver,evan.weaver3649@mastercard.com,(305) 509-1309,1976-01-21,M,bronze,1,2022-06-20T18:01:20Z
717,Holly,Dominguez,holly.dominguez2647@yahoo.com,(318) 615-1452,1966-07-04,F,bronze,1,2022-06-21T03:48:48Z
718,Lydia,Andrews,lydia.andrews8090@icloud.com,(540) 332-0743,1963-06-18,F,bronze,1,2022-06-21T21:14:25Z
719,Declan,Bryant,declan.bryant1857@gmail.com,(937) 455-5256,1973-08-05,M,bronze,1,2022-06-22T12:58:27Z
720,Gerald,Moore,gerald.moore6727@icloud.com,(757) 542-5090,1970-10-14,M,silver,1,2022-06-22T19:32:07Z
721,Weston,Edwards,weston.edwards4277@gmail.com,(718) 208-5097,1967-01-09,M,bronze,1,2022-06-23T13:29:36Z
722,Vincent,Vasquez,vincent.vasquez3014@icloud.com,(952) 428-7721,1981-02-11,M,silver,1,2022-06-24T03:32:30Z
723,Shannon,Fernandez,shannon.fernandez2026@live.com,(915) 603-5089,1985-09-07,F,silver,1,2022-06-24T03:37:23Z
724,Luke,Thompson,luke.thompson6154@icloud.com,(509) 883-3184,1978-06-06,M,bronze,1,2022-06-24T14:39:18Z
725,Doreen,Elliott,doreen.elliott4721@amazon.com,(646) 434-4986,1979-07-25,F,bronze,1,2022-06-24T15:32:59Z
726,Dorothy,Riley,dorothy.riley3272@gmail.com,(207) 474-2313,1971-03-13,F,bronze,1,2022-06-24T20:46:58Z
727,Wanda,Goodwin,wanda.goodwin1714@gmail.com,(817) 825-0688,1955-02-16,F,silver,1,2022-06-24T22:17:12Z
728,Martha,Le,martha.le5064@gmail.com,(559) 773-9330,1993-11-12,F,silver,1,2022-06-25T05:11:50Z
729,Cooper,Stevens,cooper.stevens1938@gmail.com,(972) 215-7213,1960-08-23,M,bronze,1,2022-06-25T07:11:57Z
730,Joan,Rodriguez,joan.rodriguez7159@gmail.com,(205) 286-2945,1999-05-12,F,bronze,1,2022-06-25T08:06:43Z
731,Mateo,Wong,mateo.wong9051@gmail.com,(713) 820-6149,1992-05-20,M,gold,1,2022-06-25T20:37:52Z
732,Richard,Fisher,richard.fisher2092@gmail.com,(615) 886-3501,1970-08-26,M,bronze,1,2022-06-25T20:59:37Z
733,Carrie,Ramos,carrie.ramos524@gmail.com,(312) 455-2875,1972-12-03,F,silver,1,2022-06-26T04:35:40Z
734,Eli,Montgomery,eli.montgomery2040@icloud.com,(605) 636-1569,1994-01-02,M,silver,1,2022-06-26T17:17:14Z
735,Maria,Patterson,maria.patterson7922@icloud.com,(719) 964-1724,1971-04-02,F,silver,1,2022-06-27T06:36:13Z
736,Danielle,Lawson,danielle.lawson2139@icloud.com,(562) 635-0824,2004-10-23,F,bronze,0,2022-06-27T11:16:57Z
737,Frank,Bradley,frank.bradley6077@yahoo.com,(202) 752-9465,1986-05-12,M,silver,1,2022-06-28T07:56:42Z
738,Maverick,Carr,maverick.carr5110@icloud.com,(754) 368-6673,1967-08-23,M,silver,1,2022-06-28T21:22:46Z
739,Carson,Vega,carson.vega4350@gmail.com,(937) 413-1332,1994-01-06,M,bronze,1,2022-06-29T02:35:32Z
740,Wesley,Nunez,wesley.nunez164@gmail.com,(585) 363-2744,1988-03-20,M,bronze,1,2022-06-29T16:56:07Z
741,Billy,Meyer,billy.meyer6360@gmail.com,(212) 645-9457,1959-06-05,M,bronze,0,2022-06-29T23:13:11Z
742,Brayden,Ryan,brayden.ryan7239@gmail.com,(859) 890-3719,1986-10-04,M,silver,1,2022-07-01T04:26:36Z
743,Lincoln,Hernandez,lincoln.hernandez4884@gmail.com,(706) 296-7189,1974-01-14,M,silver,1,2022-07-01T07:15:37Z
744,Walter,Howell,walter.howell7705@gmail.com,(202) 583-1337,1988-10-16,M,bronze,1,2022-07-01T08:48:16Z
745,Jose,Contreras,jose.contreras1408@gmail.com,(774) 718-0239,1984-05-15,M,bronze,1,2022-07-01T13:21:28Z
746,Josephine,Roberts,josephine.roberts1596@yahoo.com,(678) 279-1622,1970-06-26,F,platinum,1,2022-07-02T00:30:35Z
747,Florence,Reynolds,florence.reynolds6879@yahoo.com,(360) 701-7891,1993-03-26,F,gold,1,2022-07-02T12:33:53Z
748,John,Washington,john.washington5656@gmail.com,(412) 428-7088,1971-02-17,M,gold,1,2022-07-02T22:04:46Z
749,Jason,Foster,jason.foster8730@gmail.com,(562) 747-9285,1975-02-18,M,silver,1,2022-07-03T16:31:34Z
750,Diane,Brooks,diane.brooks831@icloud.com,(915) 941-1601,1997-01-04,F,silver,1,2022-07-03T19:33:01Z
751,Alexis,Cunningham,alexis.cunningham6464@yahoo.com,(979) 237-4370,1969-05-07,F,bronze,1,2022-07-04T02:01:43Z
752,Brianna,Ferguson,brianna.ferguson2202@aol.com,(727) 533-3396,1962-01-22,F,bronze,1,2022-07-04T08:35:57Z
753,Gloria,Black,gloria.black3670@gmail.com,(585) 589-9455,1961-10-28,F,silver,1,2022-07-04T11:07:15Z
754,Maxwell,Hale,maxwell.hale3459@gmail.com,(701) 602-4057,1968-11-21,M,silver,0,2022-07-04T15:08:53Z
755,Serenity,Tucker,serenity.tucker5717@icloud.com,(234) 330-7676,1985-05-04,F,bronze,1,2022-07-05T16:05:11Z
756,Madeline,Larson,madeline.larson4659@hotmail.com,(704) 339-1426,1959-05-11,F,bronze,1,2022-07-05T22:38:11Z
757,Colton,Wagner,colton.wagner2798@icloud.com,(915) 396-4235,1968-08-05,M,bronze,1,2022-07-06T01:16:21Z
758,Charles,Hall,charles.hall6875@outlook.com,(617) 304-3883,2001-12-08,M,bronze,1,2022-07-07T00:13:56Z
759,Jocelyn,Ruiz,jocelyn.ruiz2662@icloud.com,(615) 922-1869,1967-09-20,F,bronze,1,2022-07-08T00:44:55Z
760,Austin,Martinez,austin.martinez8126@hotmail.com,(304) 522-8331,1967-09-04,M,bronze,1,2022-07-08T03:06:10Z
761,Anthony,Thomas,anthony.thomas5590@cocacola.com,(214) 932-9601,1981-07-25,M,bronze,1,2022-07-08T09:51:12Z
762,Donald,Reyes,donald.reyes8345@hotmail.com,(212) 782-6336,1962-07-27,M,bronze,1,2022-07-08T09:53:13Z
763,Spencer,Gibson,spencer.gibson2959@icloud.com,(406) 584-2454,1981-10-24,M,platinum,1,2022-07-09T14:19:34Z
764,Sean,Jacobs,sean.jacobs5569@gmail.com,(615) 230-8032,1998-03-20,M,silver,1,2022-07-10T09:53:25Z
765,Raymond,Taylor,raymond.taylor620@gmail.com,(801) 560-9607,1970-11-26,M,bronze,1,2022-07-10T20:06:51Z
766,Roy,Armstrong,roy.armstrong5610@gmail.com,(702) 231-3585,1984-04-12,M,gold,1,2022-07-11T06:34:22Z
767,Brody,Salazar,brody.salazar8408@gmail.com,(718) 953-5371,1966-04-25,M,bronze,0,2022-07-11T17:49:05Z
768,Maya,Willis,maya.willis3530@gmail.com,(210) 496-9223,1988-05-20,F,silver,1,2022-07-11T22:56:45Z
769,Vivian,Cox,vivian.cox8457@google.com,(414) 612-9959,1957-09-15,F,silver,1,2022-07-11T23:31:08Z
770,Larry,West,larry.west1186@aol.com,(520) 665-3495,1964-11-06,M,bronze,1,2022-07-12T01:10:04Z
771,Denise,Gordon,denise.gordon6490@hotmail.com,(518) 476-1897,1987-06-10,F,silver,1,2022-07-12T03:09:13Z
772,Scott,Carter,scott.carter1445@icloud.com,(757) 299-0558,1970-08-11,M,silver,1,2022-07-12T13:06:32Z
773,Elijah,Dixon,elijah.dixon7763@gmail.com,(865) 512-8257,1974-08-25,M,bronze,1,2022-07-12T17:08:34Z
774,Savannah,Bell,savannah.bell2765@gmail.com,(804) 653-3372,1994-12-21,F,gold,1,2022-07-12T22:30:04Z
775,Silas,Harrison,silas.harrison3234@gmail.com,(260) 778-0432,1980-09-08,M,silver,1,2022-07-14T00:11:08Z
776,Ralph,Santiago,ralph.santiago1045@gmail.com,(850) 217-1830,1958-11-08,M,silver,0,2022-07-14T13:53:18Z
777,Madelyn,Crawford,madelyn.crawford5416@outlook.com,(253) 222-8222,1995-12-06,F,bronze,1,2022-07-14T22:50:59Z
778,Mary,Guerrero,mary.guerrero4498@gmail.com,(704) 896-2425,1996-10-24,F,silver,1,2022-07-15T18:20:26Z
779,Emily,Knight,emily.knight6234@gmail.com,(318) 859-7493,1997-10-16,F,bronze,1,2022-07-15T19:29:45Z
780,Hailey,Dunn,hailey.dunn3551@icloud.com,(323) 393-5259,1986-01-23,F,silver,1,2022-07-15T20:22:52Z
781,Benjamin,Peterson,benjamin.peterson1323@aol.com,(214) 303-1225,2002-06-14,M,silver,1,2022-07-16T11:10:46Z
782,Lucille,Myers,lucille.myers1197@google.com,(913) 755-5770,1976-10-05,F,gold,1,2022-07-16T18:32:58Z
783,Connor,Alvarez,connor.alvarez141@workday.com,(210) 322-9644,1959-10-22,M,bronze,1,2022-07-17T20:52:30Z
784,Janice,Davis,janice.davis7725@gmail.com,(415) 608-1134,1963-06-19,F,platinum,1,2022-07-18T15:39:22Z
785,Jasper,Henry,jasper.henry1486@icloud.com,(316) 672-1434,1991-07-25,M,gold,1,2022-07-18T17:27:49Z
786,Melissa,Williams,melissa.williams8367@icloud.com,(813) 464-5777,1987-05-27,F,silver,1,2022-07-19T04:47:41Z
787,Steven,Owens,steven.owens4246@gmail.com,(478) 703-5296,1973-02-28,M,bronze,1,2022-07-19T14:47:55Z
788,Wayne,Rogers,wayne.rogers2063@gmail.com,(253) 834-0129,1980-09-11,M,silver,1,2022-07-20T11:12:59Z
789,Jeffrey,Adams,jeffrey.adams6531@gmail.com,(301) 655-6293,1976-06-12,M,bronze,1,2022-07-20T22:07:30Z
790,Hunter,McDonald,hunter.mcdonald292@gmail.com,(937) 517-8061,1991-05-08,M,gold,1,2022-07-20T23:00:38Z
791,Carl,James,carl.james8198@hotmail.com,(646) 748-6856,1971-04-07,M,bronze,1,2022-07-21T04:36:26Z
792,Mark,Sanchez,mark.sanchez6555@icloud.com,(571) 837-4185,1972-03-01,M,silver,1,2022-07-21T07:53:43Z
793,Ethan,Martin,ethan.martin4441@hotmail.com,(989) 717-3377,1967-07-05,M,gold,1,2022-07-21T12:53:08Z
794,Leo,Murphy,leo.murphy3466@icloud.com,(786) 970-4765,1999-01-23,M,gold,1,2022-07-22T09:28:14Z
795,Jace,Dean,jace.dean970@nvidia.com,(907) 702-1083,2004-05-19,M,bronze,1,2022-07-24T13:37:39Z
796,Christian,Vargas,christian.vargas3914@gmail.com,(918) 718-0912,2004-04-07,M,gold,1,2022-07-25T04:41:04Z
797,Jordan,Lynch,jordan.lynch365@gmail.com,(561) 707-8067,1991-07-11,M,platinum,1,2022-07-25T10:46:30Z
798,Lillian,Reid,lillian.reid7439@gmail.com,(817) 819-4068,2001-04-23,F,gold,1,2022-07-25T22:58:45Z
799,Veronica,Hawkins,veronica.hawkins4356@gmail.com,(202) 325-1210,1995-11-08,F,bronze,1,2022-07-26T07:27:38Z
800,Gage,Aguilar,gage.aguilar589@gmail.com,(402) 631-9641,1970-07-13,M,bronze,1,2022-07-26T19:57:24Z
801,Julia,Santos,julia.santos8029@gmail.com,(251) 813-7468,1996-12-08,F,silver,1,2022-07-27T09:29:38Z
802,Douglas,Webb,douglas.webb2689@gmail.com,(336) 926-8485,1965-12-04,M,silver,0,2022-07-27T22:38:07Z
803,Bradley,Burke,bradley.burke7964@gmail.com,(727) 654-8500,1968-04-04,M,bronze,1,2022-07-27T23:24:39Z
804,Josiah,Matthews,josiah.matthews3420@yahoo.com,(920) 324-8745,1972-06-24,M,gold,1,2022-07-28T05:47:29Z
805,Betty,Guzman,betty.guzman4727@gmail.com,(757) 656-9419,1979-06-06,F,gold,1,2022-07-28T21:33:23Z
806,William,Ray,william.ray3823@icloud.com,(256) 623-2674,1983-01-21,M,bronze,1,2022-07-28T22:32:01Z
807,Alexandra,Arnold,alexandra.arnold2829@nvidia.com,(202) 708-9070,1973-05-03,F,bronze,1,2022-07-29T08:36:19Z
808,Lois,Hayes,lois.hayes6003@goldmansachs.com,(203) 561-8673,1960-04-20,F,gold,1,2022-07-29T21:32:22Z
809,Audrey,Ortega,audrey.ortega1985@gmail.com,(912) 343-7070,1980-03-26,F,bronze,1,2022-07-30T04:26:21Z
810,Christina,Espinoza,christina.espinoza1793@hotmail.com,(903) 379-5926,1971-12-11,F,silver,0,2022-07-30T13:26:11Z
811,April,Watkins,april.watkins6363@gmail.com,(209) 639-3441,1997-09-14,F,silver,1,2022-07-30T18:27:49Z
812,Richard,Marshall,richard.marshall2791@icloud.com,(907) 693-2405,1985-09-16,M,bronze,1,2022-08-01T10:47:11Z
813,David,Cook,david.cook8227@hotmail.com,(804) 522-2933,1977-06-13,M,silver,1,2022-08-02T13:58:44Z
814,Katherine,Jordan,katherine.jordan4461@hotmail.com,(480) 855-7317,1966-12-02,F,silver,1,2022-08-03T00:46:47Z
815,Ezekiel,Patel,ezekiel.patel7269@att.net,(309) 806-8775,1963-08-10,M,gold,0,2022-08-04T02:16:42Z
816,Frances,Sullivan,frances.sullivan8624@americanexpress.com,(940) 209-5907,2003-11-19,F,gold,1,2022-08-04T04:59:13Z
817,Peyton,Li,peyton.li821@icloud.com,(305) 468-9946,1980-10-20,F,bronze,1,2022-08-04T18:04:12Z
818,Linda,Murray,linda.murray5068@icloud.com,(832) 584-1058,1981-01-17,F,silver,1,2022-08-05T01:05:29Z
819,Monica,Boyd,monica.boyd1031@gmail.com,(512) 783-1447,1993-05-13,F,silver,1,2022-08-05T14:21:58Z
820,Chase,Walsh,chase.walsh9079@aol.com,(415) 957-8517,1996-03-14,M,silver,1,2022-08-05T20:35:22Z
821,Hudson,Bailey,hudson.bailey2069@amazon.com,(937) 644-4059,1998-01-27,M,gold,0,2022-08-06T08:31:31Z
822,Alice,Price,alice.price589@gmail.com,(518) 654-2995,1977-09-07,F,silver,1,2022-08-06T13:53:13Z
823,Miles,Lane,miles.lane2374@hotmail.com,(515) 209-7580,2000-01-15,M,bronze,1,2022-08-07T08:47:22Z
824,Sheryl,Jensen,sheryl.jensen9078@icloud.com,(301) 669-3781,2004-12-26,F,bronze,1,2022-08-08T07:08:41Z
825,Julie,Mills,julie.mills126@icloud.com,(501) 492-4310,1992-09-12,F,bronze,1,2022-08-08T12:05:14Z
826,Jace,Clark,jace.clark438@outlook.com,(804) 735-5873,1985-05-06,M,silver,1,2022-08-08T20:04:44Z
827,Beverly,Soto,beverly.soto6910@gmail.com,(209) 219-4976,1968-09-09,F,silver,1,2022-08-10T06:03:17Z
828,Christopher,Munoz,christopher.munoz2895@gmail.com,(901) 347-5214,2002-08-04,M,bronze,1,2022-08-10T07:37:05Z
829,Eugene,Alvarado,eugene.alvarado3759@hotmail.com,(512) 604-2990,1989-02-26,M,bronze,1,2022-08-11T02:54:31Z
830,Jesse,Grant,jesse.grant5664@gmail.com,(626) 603-2444,1961-10-05,M,bronze,1,2022-08-11T05:25:14Z
831,Eli,Spencer,eli.spencer7964@gmail.com,(334) 975-0176,1979-04-15,M,bronze,1,2022-08-12T06:16:04Z
832,Bryan,White,bryan.white7392@outlook.com,(402) 778-4498,1960-06-17,M,gold,1,2022-08-13T00:33:32Z
833,Kylie,Cruz,kylie.cruz4620@gmail.com,(317) 205-8628,2004-07-06,F,bronze,1,2022-08-13T02:05:48Z
834,Jessica,Rivera,jessica.rivera662@icloud.com,(716) 912-6332,1955-03-03,F,bronze,0,2022-08-13T11:24:15Z
835,Natalia,Perez,natalia.perez5076@icloud.com,(716) 670-8389,1988-12-12,F,bronze,1,2022-08-14T03:21:26Z
836,Samantha,Morales,samantha.morales7201@gmail.com,(234) 919-9752,1998-09-24,F,gold,1,2022-08-14T08:28:31Z
837,Ryan,Fox,ryan.fox5595@live.com,(818) 456-3989,1978-04-01,M,bronze,1,2022-08-14T22:47:58Z
838,Brittney,Hamilton,brittney.hamilton7375@gmail.com,(615) 646-0349,1975-05-01,F,bronze,0,2022-08-15T13:58:20Z
839,Brayden,Hanson,brayden.hanson5142@gmail.com,(202) 447-1463,1999-10-18,M,bronze,1,2022-08-15T14:09:40Z
840,Lauren,Porter,lauren.porter8280@outlook.com,(718) 448-7374,1980-11-09,F,silver,0,2022-08-15T23:32:50Z
841,Wayne,Moreno,wayne.moreno5558@gmail.com,(806) 236-7428,1966-03-08,M,platinum,1,2022-08-16T22:32:31Z
842,Michael,Kelly,michael.kelly4187@yahoo.com,(305) 894-7674,1955-04-08,M,bronze,1,2022-08-17T16:54:03Z
843,Preston,Ellis,preston.ellis2816@outlook.com,(757) 883-0784,1959-08-20,M,bronze,1,2022-08-17T20:54:01Z
844,Alexander,Perkins,alexander.perkins426@icloud.com,(956) 308-2696,1976-12-01,M,bronze,1,2022-08-17T23:49:48Z
845,Avery,Flores,avery.flores2597@gmail.com,(406) 208-5589,1961-02-08,F,bronze,1,2022-08-18T01:21:32Z
846,Phyllis,Harvey,phyllis.harvey1578@hotmail.com,(205) 570-3022,1961-09-12,F,bronze,1,2022-08-18T13:26:05Z
847,Ella,Garcia,ella.garcia8744@icloud.com,(267) 443-3129,2002-02-10,F,bronze,1,2022-08-18T18:02:35Z
848,Tina,Watson,tina.watson385@icloud.com,(973) 731-0551,1958-01-20,F,bronze,1,2022-08-18T19:08:54Z
849,Lori,Holmes,lori.holmes7823@icloud.com,(952) 643-6388,1997-01-06,F,platinum,1,2022-08-18T19:19:51Z
850,Milo,Pierce,milo.pierce7274@gmail.com,(937) 391-5006,1975-06-28,M,gold,1,2022-08-18T19:20:58Z
851,Rebecca,Butler,rebecca.butler6712@google.com,(602) 713-4377,1967-10-16,F,gold,1,2022-08-19T00:52:19Z
852,Beckett,Gilbert,beckett.gilbert1239@gmail.com,(808) 479-1094,2003-06-12,M,bronze,0,2022-08-19T02:32:18Z
853,Laurie,Morgan,laurie.morgan3068@gmail.com,(404) 309-7916,1967-09-06,F,bronze,1,2022-08-19T18:31:19Z
854,Sophia,Zimmerman,sophia.zimmerman1866@icloud.com,(412) 894-5010,1962-03-26,F,bronze,1,2022-08-19T19:52:54Z
855,Dominic,Young,dominic.young2761@gmail.com,(218) 473-1463,1984-05-27,M,bronze,1,2022-08-20T07:51:07Z
856,Nathan,Wilson,nathan.wilson4258@icloud.com,(718) 562-9528,1977-07-11,M,bronze,1,2022-08-20T07:55:34Z
857,Lucy,Figueroa,lucy.figueroa6272@gmail.com,(361) 468-4520,1965-10-04,F,bronze,1,2022-08-21T11:57:21Z
858,Becky,Greene,becky.greene6456@outlook.com,(267) 798-6126,1999-11-27,F,silver,1,2022-08-22T10:07:10Z
859,Max,Simpson,max.simpson8927@gmail.com,(713) 998-4892,1974-08-16,M,silver,0,2022-08-23T05:01:16Z
860,Leo,Bishop,leo.bishop2943@gmail.com,(478) 335-4657,1984-09-02,M,bronze,1,2022-08-23T14:15:04Z
861,Paisley,Parsons,paisley.parsons7742@icloud.com,(254) 705-0229,1973-04-08,F,platinum,1,2022-08-23T17:12:33Z
862,Barbara,Harris,barbara.harris1349@yahoo.com,(585) 458-3233,1996-09-11,F,gold,1,2022-08-24T04:08:17Z
863,Brian,Ramirez,brian.ramirez931@ey.com,(347) 548-7849,1970-03-01,M,bronze,0,2022-08-24T06:04:24Z
864,Bennett,Phillips,bennett.phillips1095@icloud.com,(786) 558-3237,1998-12-16,M,bronze,1,2022-08-24T18:34:23Z
865,Kaden,Jimenez,kaden.jimenez6488@icloud.com,(805) 529-5432,1967-11-08,M,bronze,1,2022-08-24T20:32:37Z
866,Aaron,Lee,aaron.lee3836@verizon.net,(404) 417-8143,1978-06-10,M,silver,1,2022-08-25T02:26:41Z
867,Emma,Hudson,emma.hudson7680@microsoft.com,(425) 644-2532,1975-12-22,F,silver,1,2022-08-25T14:35:48Z
868,Jason,Campbell,jason.campbell5915@gmail.com,(405) 763-3963,1967-07-15,M,bronze,1,2022-08-26T09:32:48Z
